id,type,src,dst,app,latency,message,ctime,size,buffer
90,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1025.0005,20000000,14
91,LINK,4,1,water_pipe_control,10.0005,sensor_to_cloudlet,1100,10000,0
92,LINK,5,1,water_pipe_control,10.0005,sensor_to_cloudlet,1100,10000,1
93,LINK,6,1,water_pipe_control,10.0005,sensor_to_cloudlet,1100,10000,2
94,LINK,7,2,water_pipe_control,10.0005,sensor_to_cloudlet,1100,10000,3
95,LINK,8,2,water_pipe_control,10.0005,sensor_to_cloudlet,1100,10000,4
96,LINK,9,2,water_pipe_control,10.0005,sensor_to_cloudlet,1100,10000,5
97,LINK,10,3,water_pipe_control,10.0005,sensor_to_cloudlet,1100,10000,6
98,LINK,11,3,water_pipe_control,10.0005,sensor_to_cloudlet,1100,10000,7
99,LINK,12,3,water_pipe_control,10.0005,sensor_to_cloudlet,1100,10000,8
91,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1115.0005,5000,0
91,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1115.0005,20000000,1
94,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1115.0005,5000,2
94,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1115.0005,20000000,3
97,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1115.0005,5000,4
97,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1115.0005,20000000,5
92,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1120.0005,5000,6
92,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1120.0005,20000000,7
95,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1120.0005,5000,8
95,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1120.0005,20000000,9
98,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1120.0005,5000,10
98,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1120.0005,20000000,11
93,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1125.0005,5000,9
93,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1125.0005,20000000,10
96,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1125.0005,5000,11
96,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1125.0005,20000000,12
99,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1125.0005,5000,13
99,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1125.0005,20000000,14
100,LINK,4,1,water_pipe_control,10.0005,sensor_to_cloudlet,1200,10000,0
101,LINK,5,1,water_pipe_control,10.0005,sensor_to_cloudlet,1200,10000,1
102,LINK,6,1,water_pipe_control,10.0005,sensor_to_cloudlet,1200,10000,2
103,LINK,7,2,water_pipe_control,10.0005,sensor_to_cloudlet,1200,10000,3
104,LINK,8,2,water_pipe_control,10.0005,sensor_to_cloudlet,1200,10000,4
105,LINK,9,2,water_pipe_control,10.0005,sensor_to_cloudlet,1200,10000,5
106,LINK,10,3,water_pipe_control,10.0005,sensor_to_cloudlet,1200,10000,6
107,LINK,11,3,water_pipe_control,10.0005,sensor_to_cloudlet,1200,10000,7
108,LINK,12,3,water_pipe_control,10.0005,sensor_to_cloudlet,1200,10000,8
100,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1215.0005,5000,0
100,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1215.0005,20000000,1
103,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1215.0005,5000,2
103,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1215.0005,20000000,3
106,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1215.0005,5000,4
106,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1215.0005,20000000,5
101,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1220.0005,5000,6
101,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1220.0005,20000000,7
104,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1220.0005,5000,8
104,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1220.0005,20000000,9
107,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1220.0005,5000,10
107,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1220.0005,20000000,11
102,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1225.0005,5000,9
102,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1225.0005,20000000,10
105,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1225.0005,5000,11
105,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1225.0005,20000000,12
108,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1225.0005,5000,13
108,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1225.0005,20000000,14
109,LINK,4,1,water_pipe_control,10.0005,sensor_to_cloudlet,1300,10000,0
110,LINK,5,1,water_pipe_control,10.0005,sensor_to_cloudlet,1300,10000,1
111,LINK,6,1,water_pipe_control,10.0005,sensor_to_cloudlet,1300,10000,2
112,LINK,7,2,water_pipe_control,10.0005,sensor_to_cloudlet,1300,10000,3
113,LINK,8,2,water_pipe_control,10.0005,sensor_to_cloudlet,1300,10000,4
114,LINK,9,2,water_pipe_control,10.0005,sensor_to_cloudlet,1300,10000,5
115,LINK,10,3,water_pipe_control,10.0005,sensor_to_cloudlet,1300,10000,6
116,LINK,11,3,water_pipe_control,10.0005,sensor_to_cloudlet,1300,10000,7
117,LINK,12,3,water_pipe_control,10.0005,sensor_to_cloudlet,1300,10000,8
109,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1315.0005,5000,0
109,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1315.0005,20000000,1
112,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1315.0005,5000,2
112,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1315.0005,20000000,3
115,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1315.0005,5000,4
115,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1315.0005,20000000,5
110,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1320.0005,5000,6
110,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1320.0005,20000000,7
113,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1320.0005,5000,8
113,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1320.0005,20000000,9
116,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1320.0005,5000,10
116,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1320.0005,20000000,11
111,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1325.0005,5000,9
111,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1325.0005,20000000,10
114,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1325.0005,5000,11
114,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1325.0005,20000000,12
117,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1325.0005,5000,13
117,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1325.0005,20000000,14
118,LINK,4,1,water_pipe_control,10.0005,sensor_to_cloudlet,1400,10000,0
119,LINK,5,1,water_pipe_control,10.0005,sensor_to_cloudlet,1400,10000,1
120,LINK,6,1,water_pipe_control,10.0005,sensor_to_cloudlet,1400,10000,2
121,LINK,7,2,water_pipe_control,10.0005,sensor_to_cloudlet,1400,10000,3
122,LINK,8,2,water_pipe_control,10.0005,sensor_to_cloudlet,1400,10000,4
123,LINK,9,2,water_pipe_control,10.0005,sensor_to_cloudlet,1400,10000,5
124,LINK,10,3,water_pipe_control,10.0005,sensor_to_cloudlet,1400,10000,6
125,LINK,11,3,water_pipe_control,10.0005,sensor_to_cloudlet,1400,10000,7
126,LINK,12,3,water_pipe_control,10.0005,sensor_to_cloudlet,1400,10000,8
118,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1415.0005,5000,0
118,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1415.0005,20000000,1
121,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1415.0005,5000,2
121,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1415.0005,20000000,3
124,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1415.0005,5000,4
124,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1415.0005,20000000,5
119,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1420.0005,5000,6
119,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1420.0005,20000000,7
122,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1420.0005,5000,8
122,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1420.0005,20000000,9
125,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1420.0005,5000,10
125,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1420.0005,20000000,11
120,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1425.0005,5000,9
120,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1425.0005,20000000,10
123,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1425.0005,5000,11
123,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1425.0005,20000000,12
126,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1425.0005,5000,13
126,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1425.0005,20000000,14
127,LINK,4,1,water_pipe_control,10.0005,sensor_to_cloudlet,1500,10000,0
128,LINK,5,1,water_pipe_control,10.0005,sensor_to_cloudlet,1500,10000,1
129,LINK,6,1,water_pipe_control,10.0005,sensor_to_cloudlet,1500,10000,2
130,LINK,7,2,water_pipe_control,10.0005,sensor_to_cloudlet,1500,10000,3
131,LINK,8,2,water_pipe_control,10.0005,sensor_to_cloudlet,1500,10000,4
132,LINK,9,2,water_pipe_control,10.0005,sensor_to_cloudlet,1500,10000,5
133,LINK,10,3,water_pipe_control,10.0005,sensor_to_cloudlet,1500,10000,6
134,LINK,11,3,water_pipe_control,10.0005,sensor_to_cloudlet,1500,10000,7
135,LINK,12,3,water_pipe_control,10.0005,sensor_to_cloudlet,1500,10000,8
127,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1515.0005,5000,0
127,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1515.0005,20000000,1
130,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1515.0005,5000,2
130,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1515.0005,20000000,3
133,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1515.0005,5000,4
133,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1515.0005,20000000,5
128,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1520.0005,5000,6
128,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1520.0005,20000000,7
131,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1520.0005,5000,8
131,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1520.0005,20000000,9
134,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1520.0005,5000,10
134,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1520.0005,20000000,11
129,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1525.0005,5000,9
129,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1525.0005,20000000,10
132,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1525.0005,5000,11
132,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1525.0005,20000000,12
135,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1525.0005,5000,13
135,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1525.0005,20000000,14
136,LINK,4,1,water_pipe_control,10.0005,sensor_to_cloudlet,1600,10000,0
137,LINK,5,1,water_pipe_control,10.0005,sensor_to_cloudlet,1600,10000,1
138,LINK,6,1,water_pipe_control,10.0005,sensor_to_cloudlet,1600,10000,2
139,LINK,7,2,water_pipe_control,10.0005,sensor_to_cloudlet,1600,10000,3
140,LINK,8,2,water_pipe_control,10.0005,sensor_to_cloudlet,1600,10000,4
141,LINK,9,2,water_pipe_control,10.0005,sensor_to_cloudlet,1600,10000,5
142,LINK,10,3,water_pipe_control,10.0005,sensor_to_cloudlet,1600,10000,6
143,LINK,11,3,water_pipe_control,10.0005,sensor_to_cloudlet,1600,10000,7
144,LINK,12,3,water_pipe_control,10.0005,sensor_to_cloudlet,1600,10000,8
136,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1615.0005,5000,0
136,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1615.0005,20000000,1
139,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1615.0005,5000,2
139,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1615.0005,20000000,3
142,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1615.0005,5000,4
142,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1615.0005,20000000,5
137,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1620.0005,5000,6
137,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1620.0005,20000000,7
140,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1620.0005,5000,8
140,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1620.0005,20000000,9
143,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1620.0005,5000,10
143,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1620.0005,20000000,11
138,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1625.0005,5000,9
138,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1625.0005,20000000,10
141,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1625.0005,5000,11
141,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1625.0005,20000000,12
144,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1625.0005,5000,13
144,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1625.0005,20000000,14
145,LINK,4,1,water_pipe_control,10.0005,sensor_to_cloudlet,1700,10000,0
146,LINK,5,1,water_pipe_control,10.0005,sensor_to_cloudlet,1700,10000,1
147,LINK,6,1,water_pipe_control,10.0005,sensor_to_cloudlet,1700,10000,2
148,LINK,7,2,water_pipe_control,10.0005,sensor_to_cloudlet,1700,10000,3
149,LINK,8,2,water_pipe_control,10.0005,sensor_to_cloudlet,1700,10000,4
150,LINK,9,2,water_pipe_control,10.0005,sensor_to_cloudlet,1700,10000,5
151,LINK,10,3,water_pipe_control,10.0005,sensor_to_cloudlet,1700,10000,6
152,LINK,11,3,water_pipe_control,10.0005,sensor_to_cloudlet,1700,10000,7
153,LINK,12,3,water_pipe_control,10.0005,sensor_to_cloudlet,1700,10000,8
145,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1715.0005,5000,0
145,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1715.0005,20000000,1
148,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1715.0005,5000,2
148,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1715.0005,20000000,3
151,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1715.0005,5000,4
151,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1715.0005,20000000,5
146,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1720.0005,5000,6
146,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1720.0005,20000000,7
149,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1720.0005,5000,8
149,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1720.0005,20000000,9
152,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1720.0005,5000,10
152,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1720.0005,20000000,11
147,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1725.0005,5000,9
147,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1725.0005,20000000,10
150,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1725.0005,5000,11
150,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1725.0005,20000000,12
153,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1725.0005,5000,13
153,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1725.0005,20000000,14
154,LINK,4,1,water_pipe_control,10.0005,sensor_to_cloudlet,1800,10000,0
155,LINK,5,1,water_pipe_control,10.0005,sensor_to_cloudlet,1800,10000,1
156,LINK,6,1,water_pipe_control,10.0005,sensor_to_cloudlet,1800,10000,2
157,LINK,7,2,water_pipe_control,10.0005,sensor_to_cloudlet,1800,10000,3
158,LINK,8,2,water_pipe_control,10.0005,sensor_to_cloudlet,1800,10000,4
159,LINK,9,2,water_pipe_control,10.0005,sensor_to_cloudlet,1800,10000,5
160,LINK,10,3,water_pipe_control,10.0005,sensor_to_cloudlet,1800,10000,6
161,LINK,11,3,water_pipe_control,10.0005,sensor_to_cloudlet,1800,10000,7
162,LINK,12,3,water_pipe_control,10.0005,sensor_to_cloudlet,1800,10000,8
154,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1815.0005,5000,0
154,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1815.0005,20000000,1
157,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1815.0005,5000,2
157,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1815.0005,20000000,3
160,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1815.0005,5000,4
160,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1815.0005,20000000,5
155,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1820.0005,5000,6
155,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1820.0005,20000000,7
158,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1820.0005,5000,8
158,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1820.0005,20000000,9
161,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1820.0005,5000,10
161,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1820.0005,20000000,11
156,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1825.0005,5000,9
156,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1825.0005,20000000,10
159,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1825.0005,5000,11
159,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1825.0005,20000000,12
162,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1825.0005,5000,13
162,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1825.0005,20000000,14
163,LINK,4,1,water_pipe_control,10.0005,sensor_to_cloudlet,1900,10000,0
164,LINK,5,1,water_pipe_control,10.0005,sensor_to_cloudlet,1900,10000,1
165,LINK,6,1,water_pipe_control,10.0005,sensor_to_cloudlet,1900,10000,2
166,LINK,7,2,water_pipe_control,10.0005,sensor_to_cloudlet,1900,10000,3
167,LINK,8,2,water_pipe_control,10.0005,sensor_to_cloudlet,1900,10000,4
168,LINK,9,2,water_pipe_control,10.0005,sensor_to_cloudlet,1900,10000,5
169,LINK,10,3,water_pipe_control,10.0005,sensor_to_cloudlet,1900,10000,6
170,LINK,11,3,water_pipe_control,10.0005,sensor_to_cloudlet,1900,10000,7
171,LINK,12,3,water_pipe_control,10.0005,sensor_to_cloudlet,1900,10000,8
163,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1915.0005,5000,0
163,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1915.0005,20000000,1
166,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1915.0005,5000,2
166,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1915.0005,20000000,3
169,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1915.0005,5000,4
169,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1915.0005,20000000,5
164,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1920.0005,5000,6
164,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1920.0005,20000000,7
167,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1920.0005,5000,8
167,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1920.0005,20000000,9
170,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1920.0005,5000,10
170,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1920.0005,20000000,11
165,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,1925.0005,5000,9
165,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,1925.0005,20000000,10
168,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,1925.0005,5000,11
168,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,1925.0005,20000000,12
171,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,1925.0005,5000,13
171,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,1925.0005,20000000,14
172,LINK,4,1,water_pipe_control,10.0005,sensor_to_cloudlet,2000,10000,0
173,LINK,5,1,water_pipe_control,10.0005,sensor_to_cloudlet,2000,10000,1
174,LINK,6,1,water_pipe_control,10.0005,sensor_to_cloudlet,2000,10000,2
175,LINK,7,2,water_pipe_control,10.0005,sensor_to_cloudlet,2000,10000,3
176,LINK,8,2,water_pipe_control,10.0005,sensor_to_cloudlet,2000,10000,4
177,LINK,9,2,water_pipe_control,10.0005,sensor_to_cloudlet,2000,10000,5
178,LINK,10,3,water_pipe_control,10.0005,sensor_to_cloudlet,2000,10000,6
179,LINK,11,3,water_pipe_control,10.0005,sensor_to_cloudlet,2000,10000,7
180,LINK,12,3,water_pipe_control,10.0005,sensor_to_cloudlet,2000,10000,8
172,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,2015.0005,5000,0
172,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,2015.0005,20000000,1
175,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,2015.0005,5000,2
175,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,2015.0005,20000000,3
178,LINK,3,10,water_pipe_control,10.00025,cloudlet_to_valve,2015.0005,5000,4
178,LINK,3,0,water_pipe_control,6.0,cloudlet_to_cloud,2015.0005,20000000,5
173,LINK,1,4,water_pipe_control,10.00025,cloudlet_to_valve,2020.0005,5000,6
173,LINK,1,0,water_pipe_control,6.0,cloudlet_to_cloud,2020.0005,20000000,7
176,LINK,2,7,water_pipe_control,10.00025,cloudlet_to_valve,2020.0005,5000,8
176,LINK,2,0,water_pipe_control,6.0,cloudlet_to_cloud,2020.0005,20000000,9
